Region,Partikod,Parti,1994,1998,2002,2006,2010,2014,2018
2034 Orsa,C,Centerpartiet,12.5,7.3,13.6,15.6,10.2,10.7,11.0
2034 Orsa,L,Liberalerna,4.5,2.9,9.1,4.2,4.6,2.8,2.6
2034 Orsa,KD,Kristdemokraterna,5.2,15.2,8.2,5.5,4.7,3.2,7.2
2034 Orsa,MP,Miljöpartiet,8.6,6.1,6.0,5.1,6.6,5.0,3.0
2034 Orsa,S,Socialdemokraterna,43.9,33.7,36.9,34.8,36.1,33.1,27.9
2034 Orsa,V,Vänsterpartiet,8.7,17.5,10.2,6.9,6.2,5.7,8.1
2034 Orsa,SD,Sverigedemokraterna,..,0.1,2.8,3.2,9.0,20.8,26.6
2034 Orsa,A,övriga partier,2.1,2.2,2.9,3.6,1.3,4.4,2.2
2039 Älvdalen,M,Moderaterna,13.8,13.2,7.9,17.6,22.8,13.5,10.9
2039 Älvdalen,C,Centerpartiet,17.2,10.1,13.6,14.5,10.6,9.6,11.8
2039 Älvdalen,L,Liberalerna,3.9,2.7,8.9,4.1,3.1,2.3,2.6
2039 Älvdalen,KD,Kristdemokraterna,2.8,11.9,8.5,5.3,3.7,2.2,5.4
2039 Älvdalen,MP,Miljöpartiet,6.7,5.2,4.3,2.7,3.7,2.3,1.6
2039 Älvdalen,S,Socialdemokraterna,48.6,38.4,43.2,42.4,41.7,41.5,32.1
2039 Älvdalen,V,Vänsterpartiet,5.6,16.0,7.9,4.7,5.3,4.5,5.3
2039 Älvdalen,SD,Sverigedemokraterna,..,0.3,0.8,3.3,7.9,21.8,28.5
2039 Älvdalen,A,övriga partier,1.5,2.3,4.8,5.5,1.2,2.3,1.8
2061 Smedjebacken,M,Moderaterna,11.6,13.6,9.4,16.1,19.7,15.0,13.9
2061 Smedjebacken,C,Centerpartiet,8.0,4.8,6.6,7.3,5.1,5.4,6.3
2061 Smedjebacken,L,Liberalerna,3.7,2.2,6.9,3.2,3.4,1.9,2.5
2061 Smedjebacken,KD,Kristdemokraterna,1.7,6.9,5.1,3.5,2.7,2.1,4.5
2061 Smedjebacken,MP,Miljöpartiet,4.5,4.0,3.7,2.9,4.1,3.6,2.1
2061 Smedjebacken,S,Socialdemokraterna,60.4,47.9,55.1,53.7,50.9,44.1,39.0
2061 Smedjebacken,V,Vänsterpartiet,8.6,19.2,11.5,7.6,6.7,6.7,7.6
2061 Smedjebacken,SD,Sverigedemokraterna,..,0.3,0.5,2.2,6.4,18.5,22.9
2061 Smedjebacken,A,övriga partier,1.6,1.2,1.1,3.5,1.1,2.6,1.3
2062 Mora,M,Moderaterna,18.4,18.3,12.2,23.3,26.8,19.5,15.7
2062 Mora,C,Centerpartiet,11.2,6.6,12.2,13.6,9.0,9.9,11.8
2062 Mora,L,Liberalerna,6.4,4.0,11.0,4.9,4.9,2.9,3.4
2062 Mora,KD,Kristdemokraterna,4.3,14.0,8.6,4.8,4.5,3.1,6.8
2062 Mora,MP,Miljöpartiet,7.5,6.0,5.2,4.8,6.0,4.6,2.9
2062 Mora,S,Socialdemokraterna,44.7,35.0,39.0,36.3,36.1,35.5,29.2
2062 Mora,V,Vänsterpartiet,5.8,13.3,8.2,5.2,4.6,4.5,6.1
2062 Mora,SD,Sverigedemokraterna,..,0.2,1.0,1.8,6.1,16.9,22.5
2062 Mora,A,övriga partier,1.8,2.7,2.8,5.3,2.0,3.0,1.6
2080 Falun,M,Moderaterna,21.5,22.2,15.3,25.5,28.9,23.2,19.7
2080 Falun,C,Centerpartiet,9.6,5.3,8.4,10.5,8.0,8.0,11.8
2080 Falun,L,Liberalerna,8.5,4.6,12.5,6.3,5.7,4.5,4.6
2080 Falun,KD,Kristdemokraterna,4.2,12.6,7.5,5.9,5.0,3.8,6.0
2080 Falun,MP,Miljöpartiet,7.0,5.8,5.6,6.1,8.1,7.2,4.9
2080 Falun,S,Socialdemokraterna,41.5,33.2,38.4,33.8,31.5,30.2,28.0
2080 Falun,V,Vänsterpartiet,6.0,12.4,8.6,5.9,5.5,5.9,8.2
2080 Falun,SD,Sverigedemokraterna,..,0.3,1.1,2.5,5.5,12.8,15.3
2080 Falun,A,övriga partier,1.8,3.5,2.7,3.6,1.8,4.3,1.5
2081 Borlänge,M,Moderaterna,14.5,15.0,10.4,18.8,23.2,18.0,17.1
2081 Borlänge,C,Centerpartiet,6.3,4.1,6.2,7.3,5.4,5.1,7.4
2081 Borlänge,L,Liberalerna,5.6,3.3,9.5,5.7,5.0,3.7,4.4
2081 Borlänge,KD,Kristdemokraterna,3.0,9.2,6.2,4.4,3.5,3.2,5.1
2081 Borlänge,MP,Miljöpartiet,5.7,5.4,5.2,4.4,6.0,5.6,3.9
2081 Borlänge,S,Socialdemokraterna,55.5,44.7,48.6,45.5,39.6,37.3,32.7
2081 Borlänge,V,Vänsterpartiet,7.5,15.2,10.0,7.1,6.6,6.2,7.6
2081 Borlänge,SD,Sverigedemokraterna,..,0.8,1.8,3.6,9.2,17.7,20.3
2081 Borlänge,A,övriga partier,1.9,2.4,2.2,3.2,1.5,3.4,1.5
2082 Säter,M,Moderaterna,16.9,17.1,11.7,20.0,26.2,18.6,17.0
2082 Säter,C,Centerpartiet,15.9,11.7,15.6,15.5,11.7,10.4,12.4
2082 Säter,L,Liberalerna,4.9,2.8,8.3,4.9,4.6,2.9,3.1
2082 Säter,KD,Kristdemokraterna,3.9,12.7,8.5,5.6,4.2,3.2,6.2
2082 Säter,MP,Miljöpartiet,5.3,4.2,4.0,3.8,4.9,3.8,2.5
2082 Säter,S,Socialdemokraterna,43.6,34.4,39.3,37.3,33.8,33.6,29.8
2082 Säter,V,Vänsterpartiet,6.9,14.5,9.8,6.7,5.6,5.4,6.3
2082 Säter,SD,Sverigedemokraterna,..,0.3,0.9,2.5,7.8,18.8,21.7
2082 Säter,A,övriga partier,2.7,2.3,1.9,3.6,1.2,3.2,1.1
2083 Hedemora,M,Moderaterna,14.6,15.4,10.6,19.5,23.9,17.7,15.2
2083 Hedemora,C,Centerpartiet,12.3,8.8,12.9,12.1,9.6,9.3,10.0
2083 Hedemora,L,Liberalerna,4.8,2.5,7.6,4.1,3.5,2.8,2.7
2083 Hedemora,KD,Kristdemokraterna,3.7,10.4,7.9,5.3,4.6,3.1,6.9
2083 Hedemora,MP,Miljöpartiet,5.6,5.3,5.1,4.7,6.1,4.5,2.9
2083 Hedemora,S,Socialdemokraterna,49.3,40.0,42.9,40.8,36.4,35.0,30.6
2083 Hedemora,V,Vänsterpartiet,7.8,16.0,10.4,7.4,6.4,6.1,7.5
2083 Hedemora,SD,Sverigedemokraterna,..,0.2,0.6,3.1,8.3,17.5,22.5
2083 Hedemora,A,övriga partier,1.9,1.4,2.0,3.0,1.3,4.1,1.7
2084 Avesta,M,Moderaterna,11.9,13.5,9.6,19.3,22.9,15.4,15.8
2084 Avesta,C,Centerpartiet,10.1,6.7,9.5,8.4,6.3,5.6,6.7
2084 Avesta,L,Liberalerna,4.6,2.7,8.8,4.9,4.8,3.1,2.9
2084 Avesta,KD,Kristdemokraterna,3.0,9.4,7.0,4.4,3.5,3.0,5.0
2084 Avesta,MP,Miljöpartiet,4.6,4.3,3.5,3.4,4.9,3.6,2.2
2084 Avesta,S,Socialdemokraterna,56.5,46.7,50.0,46.1,44.1,41.8,34.8
2084 Avesta,V,Vänsterpartiet,7.9,14.8,9.7,6.7,5.4,5.6,6.5
2084 Avesta,SD,Sverigedemokraterna,..,0.3,0.8,4.0,7.2,19.4,24.7
2084 Avesta,A,övriga partier,1.4,1.7,1.1,2.8,1.0,2.5,1.3
2085 Ludvika,M,Moderaterna,12.1,13.1,8.9,16.6,20.7,15.4,14.1
2085 Ludvika,C,Centerpartiet,4.9,2.7,4.6,6.1,3.9,4.1,6.6
2085 Ludvika,L,Liberalerna,4.6,2.7,7.7,4.4,5.0,3.1,3.5
2085 Ludvika,KD,Kristdemokraterna,2.4,8.5,5.9,4.0,3.3,2.4,4.5
2085 Ludvika,MP,Miljöpartiet,4.8,3.6,3.9,3.2,5.1,4.6,2.9
2085 Ludvika,S,Socialdemokraterna,60.1,46.7,53.9,49.2,45.1,40.6,35.4
2085 Ludvika,V,Vänsterpartiet,9.5,20.8,13.2,10.0,8.2,7.6,8.3
2085 Ludvika,SD,Sverigedemokraterna,..,0.3,1.1,2.9,7.6,20.0,23.2
2085 Ludvika,A,övriga partier,1.6,1.6,0.9,3.6,1.1,2.2,1.6
2101 Ockelbo,M,Moderaterna,11.1,11.0,6.7,14.9,19.8,12.9,11.3
2101 Ockelbo,C,Centerpartiet,15.1,11.5,15.4,16.8,12.5,11.3,11.4
2101 Ockelbo,L,Liberalerna,3.4,1.6,6.6,3.1,3.4,2.1,2.0
2101 Ockelbo,KD,Kristdemokraterna,3.0,8.7,5.9,4.0,2.9,2.2,5.0
2101 Ockelbo,MP,Miljöpartiet,4.1,3.5,2.8,3.2,5.4,3.7,2.8
2101 Ockelbo,S,Socialdemokraterna,54.0,41.4,46.9,44.5,41.0,38.4,31.7
2101 Ockelbo,V,Vänsterpartiet,7.9,21.5,13.4,9.2,6.1,5.9,7.5
2101 Ockelbo,SD,Sverigedemokraterna,..,0.2,0.8,2.0,7.8,20.7,27.3
2101 Ockelbo,A,övriga partier,1.4,0.6,1.4,2.2,1.0,2.7,1.0
2104 Hofors,M,Moderaterna,10.2,9.8,6.5,13.7,15.5,11.2,11.3
2104 Hofors,C,Centerpartiet,5.4,3.8,5.1,5.9,4.0,4.5,5.2
2104 Hofors,L,Liberalerna,3.7,2.4,7.7,5.4,5.0,2.8,3.5
2104 Hofors,KD,Kristdemokraterna,1.5,6.2,4.3,2.8,2.0,1.7,4.0
2104 Hofors,MP,Miljöpartiet,3.7,3.5,3.3,3.2,4.2,3.0,1.9
2104 Hofors,S,Socialdemokraterna,63.2,51.9,56.4,51.0,49.7,47.4,39.4
2104 Hofors,V,Vänsterpartiet,11.2,21.3,15.4,11.4,11.0,10.8,11.8
2104 Hofors,SD,Sverigedemokraterna,..,0.3,1.2,4.0,7.4,16.0,21.8
2104 Hofors,A,övriga partier,1.2,0.7,0.2,2.6,1.3,2.6,1.1
2121 Ovanåker,M,Moderaterna,10.0,10.8,7.4,13.1,18.9,14.4,12.5
2121 Ovanåker,C,Centerpartiet,19.0,14.9,23.2,22.9,15.7,13.4,17.0
2121 Ovanåker,L,Liberalerna,5.3,3.4,8.0,4.4,3.6,2.2,2.7
2121 Ovanåker,KD,Kristdemokraterna,8.9,15.9,13.8,11.4,10.0,8.2,10.1
2121 Ovanåker,MP,Miljöpartiet,5.4,5.0,3.7,2.7,4.2,3.5,1.8
2121 Ovanåker,S,Socialdemokraterna,45.7,37.7,35.7,37.0,37.8,36.5,32.3
2121 Ovanåker,V,Vänsterpartiet,4.8,11.3,6.8,4.1,3.6,3.8,4.8
2121 Ovanåker,SD,Sverigedemokraterna,..,0.1,0.3,2.0,5.2,16.0,17.8
2121 Ovanåker,A,övriga partier,1.0,1.0,1.0,2.4,0.9,2.1,1.1
2132 Nordanstig,M,Moderaterna,9.2,9.0,7.0,14.2,18.8,14.6,11.7
2132 Nordanstig,C,Centerpartiet,18.1,14.5,20.0,19.5,11.4,9.4,11.8
2132 Nordanstig,L,Liberalerna,4.4,3.3,7.9,5.0,5.6,3.4,2.5
2132 Nordanstig,KD,Kristdemokraterna,4.8,10.9,8.6,5.2,4.9,3.7,6.9
2132 Nordanstig,MP,Miljöpartiet,7.7,5.9,4.5,3.5,4.6,3.7,1.9
2132 Nordanstig,S,Socialdemokraterna,45.7,36.2,39.4,38.3,37.7,38.7,32.5
2132 Nordanstig,V,Vänsterpartiet,8.1,16.7,9.2,7.1,7.0,5.8,9.6
2132 Nordanstig,SD,Sverigedemokraterna,..,0.6,0.7,3.7,8.5,18.2,21.5
2132 Nordanstig,A,övriga partier,2.0,3.0,2.7,3.6,1.5,2.7,1.6
2161 Ljusdal,M,Moderaterna,13.0,12.8,8.2,19.2,24.1,18.8,14.4
2161 Ljusdal,C,Centerpartiet,12.4,9.5,14.6,14.5,9.5,8.6,12.3
2161 Ljusdal,L,Liberalerna,5.6,3.9,9.0,4.4,4.4,3.2,3.4
2161 Ljusdal,KD,Kristdemokraterna,2.5,9.2,7.4,4.9,3.6,2.4,5.1
2161 Ljusdal,MP,Miljöpartiet,5.3,4.4,4.4,3.9,5.2,4.9,2.8
2161 Ljusdal,S,Socialdemokraterna,51.5,39.7,41.8,38.8,37.0,36.5,34.0
2161 Ljusdal,V,Vänsterpartiet,8.4,19.0,12.9,8.4,7.4,5.6,6.9
2161 Ljusdal,SD,Sverigedemokraterna,..,0.3,0.9,3.1,6.9,16.6,20.0
2161 Ljusdal,A,övriga partier,1.2,1.2,0.8,2.7,1.9,3.5,1.2
2180 Gävle,M,Moderaterna,16.5,17.8,11.8,22.2,27.2,21.0,18.2
2180 Gävle,C,Centerpartiet,4.4,3.2,4.4,6.2,4.6,4.3,6.3
2180 Gävle,L,Liberalerna,8.1,4.8,12.9,7.1,6.8,5.1,5.4
2180 Gävle,KD,Kristdemokraterna,2.8,9.9,7.4,4.9,3.8,3.2,4.9
2180 Gävle,MP,Miljöpartiet,5.3,5.2,5.0,5.4,7.5,6.2,3.9
2180 Gävle,S,Socialdemokraterna,54.0,43.0,46.5,40.6,34.6,34.1,32.1
2180 Gävle,V,Vänsterpartiet,6.8,14.7,10.0,7.5,6.8,6.7,8.5
2180 Gävle,SD,Sverigedemokraterna,..,0.3,1.5,3.3,7.4,15.8,19.5
2180 Gävle,A,övriga partier,2.0,1.2,0.6,2.8,1.2,3.6,1.3
2181 Sandviken,M,Moderaterna,12.8,13.8,9.1,17.5,21.1,15.5,14.4
2181 Sandviken,C,Centerpartiet,6.7,4.8,6.5,7.8,5.6,5.1,6.7
2181 Sandviken,L,Liberalerna,5.2,3.1,8.5,5.0,5.0,3.7,4.3
2181 Sandviken,KD,Kristdemokraterna,2.5,8.0,6.5,4.5,3.8,2.7,4.5
2181 Sandviken,MP,Miljöpartiet,4.1,3.7,3.7,3.3,5.1,3.9,2.3
2181 Sandviken,S,Socialdemokraterna,59.7,48.5,51.8,47.5,44.1,43.7,37.0
2181 Sandviken,V,Vänsterpartiet,7.8,17.0,11.8,8.9,8.1,7.1,8.4
2181 Sandviken,SD,Sverigedemokraterna,..,0.2,1.1,2.4,6.0,15.3,21.4
2181 Sandviken,A,övriga partier,1.3,0.8,1.1,3.1,1.1,2.9,1.1
2182 Söderhamn,M,Moderaterna,11.1,11.7,7.6,15.1,20.2,15.0,14.3
2182 Söderhamn,C,Centerpartiet,7.8,6.6,10.9,10.9,6.9,6.9,9.9
2182 Söderhamn,L,Liberalerna,4.4,2.2,8.2,4.1,3.9,2.6,3.0
2182 Söderhamn,KD,Kristdemokraterna,2.3,8.0,7.0,4.9,3.3,2.8,5.0
2182 Söderhamn,MP,Miljöpartiet,5.1,4.3,3.7,3.4,5.2,4.1,2.4
2182 Söderhamn,S,Socialdemokraterna,58.6,45.5,45.1,45.5,43.4,43.6,36.5
2182 Söderhamn,V,Vänsterpartiet,8.9,18.8,15.0,9.0,7.0,6.2,8.3
2182 Söderhamn,SD,Sverigedemokraterna,..,0.1,0.8,3.6,8.4,15.8,19.6
2182 Söderhamn,A,övriga partier,1.8,2.8,1.7,3.4,1.7,2.9,1.0
2183 Bollnäs,M,Moderaterna,12.3,13.1,9.6,17.0,22.3,15.2,14.0
2183 Bollnäs,C,Centerpartiet,12.4,9.4,18.1,17.0,9.6,8.4,11.3
2183 Bollnäs,L,Liberalerna,5.5,3.3,11.4,4.8,5.4,3.1,3.4
2183 Bollnäs,KD,Kristdemokraterna,3.3,11.5,7.5,5.7,4.3,3.2,5.9
2183 Bollnäs,MP,Miljöpartiet,6.2,6.0,4.8,3.8,5.3,4.2,2.5
2183 Bollnäs,S,Socialdemokraterna,50.8,38.7,37.2,38.5,36.8,38.9,34.6
2183 Bollnäs,V,Vänsterpartiet,7.8,16.4,9.1,6.7,6.8,5.9,7.6
2183 Bollnäs,SD,Sverigedemokraterna,..,0.1,0.8,3.0,8.4,18.6,19.6
2183 Bollnäs,A,övriga partier,1.7,1.4,1.3,3.6,1.1,2.6,1.0
2184 Hudiksvall,M,Moderaterna,11.8,11.8,8.1,17.5,21.8,16.2,13.8
2184 Hudiksvall,C,Centerpartiet,13.7,10.9,15.0,15.9,10.1,9.2,12.6
2184 Hudiksvall,L,Liberalerna,4.3,2.6,7.8,3.7,4.1,2.8,2.8
2184 Hudiksvall,KD,Kristdemokraterna,3.6,9.9,7.1,5.0,4.4,3.3,5.3
2184 Hudiksvall,MP,Miljöpartiet,7.5,7.0,5.6,5.3,7.2,6.0,3.6
2184 Hudiksvall,S,Socialdemokraterna,47.9,38.2,42.6,39.0,37.0,38.4,34.7
2184 Hudiksvall,V,Vänsterpartiet,9.3,17.6,11.8,8.5,8.1,7.0,9.3
2184 Hudiksvall,SD,Sverigedemokraterna,..,0.1,0.6,2.3,5.7,13.8,16.3
2184 Hudiksvall,A,övriga partier,1.9,1.9,1.4,3.0,1.6,3.4,1.6
2260 Ånge,M,Moderaterna,9.6,10.6,7.0,14.0,18.9,11.4,11.3
2260 Ånge,C,Centerpartiet,12.6,8.6,12.6,12.1,7.7,7.5,8.6
2260 Ånge,L,Liberalerna,3.1,2.0,6.2,3.4,3.2,1.5,1.6
2260 Ånge,KD,Kristdemokraterna,2.3,8.5,6.4,5.0,2.9,2.7,4.9
2260 Ånge,MP,Miljöpartiet,6.5,4.3,3.3,2.6,3.1,1.9,1.1
2260 Ånge,S,Socialdemokraterna,55.9,46.0,50.1,48.6,49.8,49.7,41.9
2260 Ånge,V,Vänsterpartiet,8.7,18.1,12.0,8.5,6.9,5.8,6.8
2260 Ånge,SD,Sverigedemokraterna,..,0.2,1.0,3.3,5.9,16.2,22.1
2260 Ånge,A,övriga partier,1.4,1.7,1.4,2.5,1.6,3.4,1.8
2262 Timrå,M,Moderaterna,7.8,9.0,5.4,12.6,18.5,13.0,11.9
2262 Timrå,C,Centerpartiet,7.6,6.3,8.3,8.7,5.5,4.8,6.8
2262 Timrå,L,Liberalerna,5.0,2.8,8.0,4.6,4.9,3.5,3.1
2262 Timrå,KD,Kristdemokraterna,2.8,7.7,5.9,4.4,2.9,2.6,5.0
2262 Timrå,MP,Miljöpartiet,3.6,3.5,2.3,2.8,3.8,3.0,1.9
2262 Timrå,S,Socialdemokraterna,62.6,49.3,55.0,53.4,49.8,50.3,43.1
2262 Timrå,V,Vänsterpartiet,9.1,19.1,12.5,7.7,7.3,6.7,8.0
2262 Timrå,SD,Sverigedemokraterna,..,1.0,1.5,3.5,6.0,13.9,19.4
2262 Timrå,A,övriga partier,1.6,1.3,1.2,2.3,1.3,2.2,0.9
2280 Härnösand,M,Moderaterna,19.4,17.7,10.0,19.1,22.4,15.5,13.1
2280 Härnösand,C,Centerpartiet,10.9,7.0,10.5,11.5,7.4,6.5,9.9
2280 Härnösand,L,Liberalerna,6.2,3.9,10.1,5.0,5.5,3.3,3.2
2280 Härnösand,KD,Kristdemokraterna,3.8,10.9,7.4,4.9,4.1,3.3,5.3
2280 Härnösand,MP,Miljöpartiet,6.6,5.5,5.7,5.7,8.1,7.0,4.3
2280 Härnösand,S,Socialdemokraterna,45.0,40.1,45.6,39.4,40.2,43.2,36.7
2280 Härnösand,V,Vänsterpartiet,6.5,13.3,9.6,7.0,6.4,6.4,8.9
2280 Härnösand,SD,Sverigedemokraterna,..,0.1,0.4,2.2,4.0,11.0,16.8
2280 Härnösand,A,övriga partier,1.6,1.4,0.7,5.2,1.9,3.9,1.8
2281 Sundsvall,M,Moderaterna,14.9,16.7,10.9,21.0,26.3,19.7,16.6
2281 Sundsvall,C,Centerpartiet,6.6,4.5,6.9,8.2,5.1,5.3,8.3
2281 Sundsvall,L,Liberalerna,7.9,4.7,12.1,7.3,6.7,4.5,4.8
2281 Sundsvall,KD,Kristdemokraterna,3.1,9.8,6.9,5.1,3.9,3.4,5.0
2281 Sundsvall,MP,Miljöpartiet,5.2,4.6,4.2,4.5,6.3,5.1,3.2
2281 Sundsvall,S,Socialdemokraterna,53.4,42.2,46.4,42.1,38.4,41.2,37.7
2281 Sundsvall,V,Vänsterpartiet,7.2,15.2,10.0,6.6,6.0,5.6,7.5
2281 Sundsvall,SD,Sverigedemokraterna,..,0.2,1.4,2.8,5.5,11.7,15.6
2281 Sundsvall,A,övriga partier,1.7,2.3,1.3,2.4,1.8,3.5,1.4
2282 Kramfors,M,Moderaterna,10.6,10.5,6.8,12.8,15.7,11.3,9.3
2282 Kramfors,C,Centerpartiet,13.1,10.5,13.9,14.4,9.9,9.5,12.5
2282 Kramfors,L,Liberalerna,2.9,2.1,5.4,3.0,3.1,1.7,2.0
2282 Kramfors,KD,Kristdemokraterna,3.5,8.2,5.8,4.1,3.4,2.4,4.0
2282 Kramfors,MP,Miljöpartiet,4.2,3.4,3.7,3.0,4.6,3.3,1.9
2282 Kramfors,S,Socialdemokraterna,57.3,48.2,51.0,50.2,50.5,51.8,41.1
2282 Kramfors,V,Vänsterpartiet,7.8,15.5,12.6,9.3,8.4,7.5,11.8
2282 Kramfors,SD,Sverigedemokraterna,..,0.1,0.4,1.4,3.1,9.7,15.8
2282 Kramfors,A,övriga partier,0.6,1.5,0.5,1.9,1.3,2.8,1.7
2283 Sollefteå,M,Moderaterna,10.6,10.6,6.8,13.0,15.5,10.5,9.0
2283 Sollefteå,C,Centerpartiet,9.3,6.7,9.9,10.5,6.4,6.5,12.8
2283 Sollefteå,L,Liberalerna,3.3,1.9,5.7,4.0,3.5,2.1,1.6
2283 Sollefteå,KD,Kristdemokraterna,2.8,7.8,7.4,4.6,2.7,2.0,4.4
2283 Sollefteå,MP,Miljöpartiet,4.8,3.7,4.1,3.6,4.5,3.1,1.5
2283 Sollefteå,S,Socialdemokraterna,61.1,50.2,53.4,51.1,52.3,53.7,35.3
2283 Sollefteå,V,Vänsterpartiet,7.1,16.5,11.5,9.1,7.0,6.6,15.3
2283 Sollefteå,SD,Sverigedemokraterna,..,0.1,0.7,2.2,4.5,12.8,18.7
2283 Sollefteå,A,övriga partier,0.9,2.4,0.6,1.9,3.5,2.7,1.5
2284 Örnsköldsvik,M,Moderaterna,11.3,11.5,6.4,14.9,19.0,14.9,12.7
2284 Örnsköldsvik,C,Centerpartiet,10.7,8.2,12.0,13.0,9.5,9.0,12.1
2284 Örnsköldsvik,L,Liberalerna,6.3,3.5,8.0,4.4,4.2,2.8,2.7
2284 Örnsköldsvik,KD,Kristdemokraterna,6.3,13.4,10.3,8.4,6.9,6.2,7.2
2284 Örnsköldsvik,MP,Miljöpartiet,3.8,3.1,2.6,2.8,4.5,3.5,2.2
2284 Örnsköldsvik,S,Socialdemokraterna,56.2,47.5,51.8,49.2,46.9,49.9,44.6
2284 Örnsköldsvik,V,Vänsterpartiet,4.4,11.7,7.0,4.0,4.1,4.3,5.9
2284 Örnsköldsvik,SD,Sverigedemokraterna,..,0.1,0.1,1.0,3.0,7.0,11.5
2284 Örnsköldsvik,A,övriga partier,1.0,1.1,1.7,2.3,1.8,2.4,1.1
2303 Ragunda,M,Moderaterna,9.3,9.9,7.7,12.4,14.7,9.4,7.9
2303 Ragunda,C,Centerpartiet,16.2,14.3,18.0,17.9,13.8,12.8,14.8
2303 Ragunda,L,Liberalerna,2.1,1.5,4.0,2.6,1.8,1.2,1.7
2303 Ragunda,KD,Kristdemokraterna,1.6,4.2,3.2,2.8,1.5,1.6,4.0
2303 Ragunda,MP,Miljöpartiet,5.5,4.6,3.2,2.8,3.5,2.7,1.5
2303 Ragunda,S,Socialdemokraterna,56.0,45.5,49.4,45.7,50.6,48.4,37.5
2303 Ragunda,V,Vänsterpartiet,8.5,17.3,12.0,11.3,8.0,7.2,9.2
2303 Ragunda,SD,Sverigedemokraterna,..,0.2,0.2,1.9,3.8,13.8,20.9
2303 Ragunda,A,övriga partier,0.9,2.4,2.4,2.4,2.2,2.8,2.5
2305 Bräcke,M,Moderaterna,9.9,10.4,8.3,15.0,17.6,13.0,12.4
2305 Bräcke,C,Centerpartiet,14.6,11.7,14.9,14.9,12.1,11.6,14.2
2305 Bräcke,L,Liberalerna,2.6,2.1,5.5,3.0,3.4,2.0,1.5
2305 Bräcke,KD,Kristdemokraterna,1.1,4.1,2.6,2.2,1.4,1.3,3.9
2305 Bräcke,MP,Miljöpartiet,4.7,4.5,3.3,3.2,3.8,2.8,1.4
2305 Bräcke,S,Socialdemokraterna,59.6,48.2,52.2,48.2,49.9,47.4,38.2
2305 Bräcke,V,Vänsterpartiet,6.7,17.3,11.4,9.7,6.8,6.2,7.4
2305 Bräcke,SD,Sverigedemokraterna,..,0.1,0.1,1.3,3.9,12.6,19.2
2305 Bräcke,A,övriga partier,0.8,1.6,1.6,2.6,1.1,3.0,1.8
2309 Krokom,M,Moderaterna,11.8,12.6,9.1,15.7,21.3,17.6,14.1
2309 Krokom,C,Centerpartiet,19.0,15.9,20.6,21.8,18.1,15.6,18.7
2309 Krokom,L,Liberalerna,3.6,2.0,5.4,3.5,3.2,2.3,2.3
2309 Krokom,KD,Kristdemokraterna,2.9,7.9,5.2,4.1,3.2,2.8,5.6
2309 Krokom,MP,Miljöpartiet,6.4,6.7,6.4,5.6,6.2,4.7,3.1
2309 Krokom,S,Socialdemokraterna,48.8,39.8,41.8,37.8,37.0,37.0,31.1
2309 Krokom,V,Vänsterpartiet,6.1,13.8,9.6,7.2,6.4,6.6,8.3
2309 Krokom,SD,Sverigedemokraterna,..,0.0,0.3,1.6,3.5,10.7,15.6
2309 Krokom,A,övriga partier,1.4,1.3,1.6,2.7,1.0,2.7,1.1
2313 Strömsund,M,Moderaterna,8.1,8.5,6.5,13.9,17.6,11.5,10.2
2313 Strömsund,C,Centerpartiet,15.4,12.1,15.3,14.4,10.7,10.2,12.7
2313 Strömsund,L,Liberalerna,3.5,2.3,4.7,2.7,2.3,1.1,1.1
2313 Strömsund,KD,Kristdemokraterna,2.0,5.9,4.3,2.9,2.1,2.1,4.1
2313 Strömsund,MP,Miljöpartiet,3.9,3.5,3.1,2.2,2.9,2.2,1.4
2313 Strömsund,S,Socialdemokraterna,58.4,48.7,50.8,48.8,50.6,49.7,41.1
2313 Strömsund,V,Vänsterpartiet,7.6,17.8,13.3,10.3,8.2,7.2,7.7
2313 Strömsund,SD,Sverigedemokraterna,..,0.1,0.3,1.9,4.8,14.1,20.8
2313 Strömsund,A,övriga partier,1.1,1.3,1.7,2.8,0.8,2.0,1.0
2321 Åre,M,Moderaterna,14.4,15.3,12.2,23.2,26.7,21.6,15.4
2321 Åre,C,Centerpartiet,20.7,15.9,17.1,18.8,14.6,13.7,21.6
2321 Åre,L,Liberalerna,4.6,3.6,7.7,4.3,5.2,3.1,2.7
2321 Åre,KD,Kristdemokraterna,3.0,9.6,7.0,5.0,4.0,4.0,4.8
2321 Åre,MP,Miljöpartiet,7.2,6.9,6.7,6.8,8.7,8.8,6.2
2321 Åre,S,Socialdemokraterna,43.1,33.7,37.3,31.6,31.6,31.6,26.2
2321 Åre,V,Vänsterpartiet,5.6,13.8,8.7,6.3,4.9,4.9,8.2
2321 Åre,SD,Sverigedemokraterna,..,0.0,0.1,1.5,3.1,9.4,13.2
2321 Åre,A,övriga partier,1.3,1.3,3.1,2.5,1.2,3.0,1.7
2326 Berg,M,Moderaterna,10.8,11.6,8.6,16.4,21.4,17.0,15.3
2326 Berg,C,Centerpartiet,25.5,20.2,22.1,24.3,17.5,15.6,16.9
2326 Berg,L,Liberalerna,2.7,2.0,5.4,2.2,2.7,1.8,1.7
2326 Berg,KD,Kristdemokraterna,2.2,7.9,6.8,4.2,2.6,1.7,4.6
2326 Berg,MP,Miljöpartiet,4.7,5.7,5.3,4.3,5.3,3.8,2.2
